URL Prisma;Año de Publicación;Tipo;Título;Fuente;ISSN;ISBN;Datos de la Publicación;Editor;Autores;Autoría preferente;Autores US;Total Autores;Afiliaciones;Afiliaciones Internacionales Sí/No;Afiliaciones Internacionales;DOI;Cód. WOS;Cód. Scopus;Cód. PubMed;Id. idUS;Cód. Dialnet;Vía Acceso;Dialnet
https://bibliometria.us.es/prisma/publicacion/110162;2012;Libro;Creación de empresas: guía del emprendedor;Creación de empresas: guía del emprendedor;;978-84-368-2690-6;;;Francisco José González Domínguez;Sí;Francisco José González Domínguez [1742];1;-;-;-;-;-;-;-;-;LIB 634481;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/100393;2012;Libro;Dirección estratégica de organizaciones turísticas;Dirección estratégica de organizaciones turísticas;;9788436826180;;Pirámide (Grupo Anaya, Hachette Livre);"Cristóbal Casanueva Rocha;María Ángeles Gallego Agueda";Sí;"Cristóbal Casanueva Rocha [735];María Ángeles Gallego Agueda [1428]";2;-;-;-;-;-;-;-;-;LIB 573023;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/100392;2012;Libro;Empresas y organizaciones turísticas;Empresas y organizaciones turísticas;;9788436827187;;"Pirámide (Grupo Anaya, Hachette Livre);Universidad Rey Juan Carlos";"Cristóbal Casanueva Rocha;María Ángeles Gallego Agueda";Sí;"Cristóbal Casanueva Rocha [735];María Ángeles Gallego Agueda [1428]";2;-;-;-;-;-;-;-;-;LIB 573025;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/98195;2012;Libro;Espacio Europeo de Educación Superior (EEES): Innovaciones Metodológicas en la Economía y la Empresa;Espacio Europeo de Educación Superior (EEES): Innovaciones Metodológicas en la Economía y la Empresa;;978-84-695-1839-7;;EDICIÓN DIGITAL @ TRES;"Manuel J. Sánchez-Franco;Eva Maria Buitrago Esquinas";Sí;"Manuel J. Sánchez-Franco [3899];Eva Maria Buitrago Esquinas [506]";2;-;-;-;-;-;-;-;-;LIB 556273;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/199414;2012;Libro;La satisfacción de las necesidades informativas de las mujeres. Análisis de la empresa periodística desde la perspectiva de género (SANIMUEI) : año 2007- año 2011;La satisfacción de las necesidades informativas de las mujeres. Análisis de la empresa periodística desde la perspectiva de género (SANIMUEI) : año 2007- año 2011;;;;;"Caro González, Francisco Javier;Berzunartea Valencia, Ofa;García-Gordillo, Mar ;Rodríguez Rad, Carlos J.";Sí;"Caro González, Francisco Javier [684];García-Gordillo, Mar  [1515];Rodríguez Rad, Carlos J. [3654]";4;-;-;-;-;-;-;-;11441/30862;-;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/197980;2012;Libro;Investigación de mercados turísticos;Investigación de mercados turísticos;;978-84-368-2795-8;;Pirámide;"Jesús Manuel López Bonilla;Luis Miguel López-Bonilla";Sí;"Jesús Manuel López Bonilla [2235];Luis Miguel López-Bonilla [2236]";2;-;-;-;-;-;-;-;-;LIB 854086;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/125627;2012;Libro;El protocolo en las corporaciones locales: estudio exploratorio;El protocolo en las corporaciones locales: estudio exploratorio;;;;;"Lucía Rodríguez Castillo;Carlos Rodríguez Rad (cont.)";No;Carlos Rodríguez Rad [3654];2;-;-;-;-;-;-;-;-;LIB 516950;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/16645;2012;Revista;A sociological injection to the technology acceptance model reply to our critics;REVISTA INTERNACIONAL DE SOCIOLOGIA;"0034-9712;1988-429X";;70 (1), 212-216;CSIC;"López-Bonilla, Jesús Manuel;López-Bonilla, Luis Miguel";Sí;"López-Bonilla, Jesús Manuel [2235];López-Bonilla, Luis Miguel [2236]";2;"Universidad Autónoma de Madrid;Universidad Complutense de Madrid";No;-;10.3989/ris.2011.05.13;-;2-s2.0-84857861756;-;11441/17492;ARTREV 4010488;Dorada;-
https://bibliometria.us.es/prisma/publicacion/184863;2012;Libro;Communication Interfaces for the EV Service Provider of the Smart Grid;38TH ANNUAL CONFERENCE ON IEEE INDUSTRIAL ELECTRONICS SOCIETY (IECON 2012);"1553-572X;2577-1647";978-1-4673-2421-2;3576-3581;IEEE;"Serranoi, AR;Silgado, AJT;Perez, AV;Ramos, EM";Sí;"Serranoi, AR [3663];Silgado, AJT [4162]";4;-;-;-;-;WOS:000316962903084;-;-;-;-;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/124599;2012;Libro;Las mujeres de la 3ª edad ante la compra online;I Congreso Internacional de Comunicación y Género. Libro de Actas: 5, 6 y 7 de marzo de 2012.Facultad de Comunicación.Universidad de Sevilla.;;9788467679564;1579-1595;Universidad de Sevilla;"M. Á. Revilla-Camacho;F. J. Rondán Cataluña;Ángel Francisco Villarejo-Ramos";Sí;"M. Á. Revilla-Camacho [4367];F. J. Rondán Cataluña [3755]";3;-;-;-;-;-;-;-;11441/38585;ARTLIB 5387707;Sin Datos;Texto Completo
https://bibliometria.us.es/prisma/publicacion/16190;2012;Revista;Analysis of the Key TQM factors in the EFQM model and their relation to key business results;Recent Researches in Business & Economics;2327-5405;;1, 29-34;Academic and Business Research Institute;"Calvo-Mora Schmidt, Arturo;Cauzo-Bottala, Lourdes;Picón-Berjoyo, Araceli;Ruiz Moreno, Carolina";Sí;"Calvo-Mora Schmidt, Arturo [570];Cauzo-Bottala, Lourdes [802];Picón-Berjoyo, Araceli [3317];Ruiz Moreno, Carolina [3824]";4;-;-;-;-;-;-;-;11441/96194;-;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/16105;2012;-;El Aprendizaje Organizativo como Factor Clave de Éxito de las Alianzas Estratégicas Internacionales: Un estudio Empírico en Empresas Españolas y Brasileñas;-;;;5, 115-123;-;"Mariano, Ari Melo;Garcia-Cruz, Rosario;Arenas-Gaitán, Jorge;Torres-García, Ignacio";No;"Garcia-Cruz, Rosario [1475];Arenas-Gaitán, Jorge [198]";4;-;-;-;-;-;-;-;11441/95191;-;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/85759;2012;Colección;Organizational Structure as an explanatory factor of market orientation;Studies in fuzziness and soft computing;"1434-9922;1860-0808";;286, 165-181;SPRINGER-VERLAG BERLIN;"Revilla, María Ángeles;Vega, Manuela;Cabello, Tomás";Sí;Revilla, María Ángeles [3508];3;Universidad de Sevilla;No;-;10.1007/978-3-642-30457-6_11;-;2-s2.0-84864125283;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/86350;2012;Colección;Determinants of user acceptance of a local eGovernment Electronic Document Management System (EDMS);Proceedings of the European Conference on e-Government, ECEG;" 2049-1026;2049-1034";;19-28;;"Afonso, Carlos;de la Gonzalez, Maria;Roldán, José;Sánchez-Franco, Manuel";Sí;"Roldán, José [3692];Sánchez-Franco, Manuel [3899]";4;"Universidade do Algarve;Universidad de Huelva;Universidad de Sevilla";Sí;Universidade do Algarve;-;-;2-s2.0-84870952736;-;-;-;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/124884;2012;Libro;Cultura Web 2.0 aplicada en el sector hotelero de Sevilla, para hoteles independientes;Turismo y sostenibilidad: V Jornadas de Investigación en Turismo, Sevilla, 17 y 18 de mayo de 2012;;;147-172;EDICIÓN DIGITAL @ TRES;"Javier Camacho Mateos;Miguel Ángel Ríos Martín;Velicia-Martín, Félix A.";Sí;"Miguel Ángel Ríos Martín [3549];Velicia-Martín, Félix A. [4320]";3;-;-;-;-;-;-;-;11441/53108;ARTLIB 4100281;Sin Datos;Texto Completo
https://bibliometria.us.es/prisma/publicacion/85758;2012;Colección;Characteristics of upper management and market orientation: An empirical study of industrial firms;Studies in fuzziness and soft computing;"1434-9922;1860-0808";;286, 63-79;SPRINGER-VERLAG BERLIN;"Vega, Manuela;Revilla, María Ángeles;Cossío, Francisco J.";No;Revilla, María Ángeles [3508];3;Universidad de Sevilla;No;-;10.1007/978-3-642-30457-6_5;-;2-s2.0-84864149512;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/143315;2012;Libro;The influence of technology slack and tacit knowledge in the capability of organizational learning in hospital-in the-home units;PROCEEDINGS OF THE 13TH EUROPEAN CONFERENCE ON KNOWLEDGE MANAGEMENT, VOLS 1 AND 2;"2048-8963;2048-8971";978-1-908272-64-5;2, 1041-1045;ACAD CONFERENCES LTD;"Sánchez, Paz Salmador;Navarro, Juan Gabriel Cegarra;Carrión, Gabriel Cepeda;Caro, Eva Martínez";No;Carrión, Gabriel Cepeda [815];4;"Universidad Autónoma de Madrid;Universidad Politecnica de Cartagena;Universidad de Sevilla";No;-;-;WOS:000321973400121;2-s2.0-84871111071;-;-;-;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/221886;2012;Libro;eWOM & Referrals in Social Network Services;11th International Marketing Trends Conference (2012).;;;;;"Arenas Gaitán, Jorge;Rondán Cataluña, Francisco Javier;Ramírez Correa, Patricio";Sí;"Arenas Gaitán, Jorge [198];Rondán Cataluña, Francisco Javier [3755]";3;-;-;-;-;-;-;-;11441/94559;-;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/83771;2012;Libro;Knowledge management strategy, Relational learning and the effectiveness of innovation outcomes: A study in Spanish hospitals;PROCEEDINGS OF THE 13TH EUROPEAN CONFERENCE ON KNOWLEDGE MANAGEMENT, VOLS 1 AND 2;"2048-8963;2048-8971";978-1-908272-64-5;1, 608-617;ACAD CONFERENCES LTD;"Leal-Rodríguez, Antonio;Leal-Millán, Antonio;Roldán-Salgueiro, Jose Luis;Ortega-Gutiérrez, Jaime";Sí;"Leal-Rodríguez, Antonio [2157];Leal-Millán, Antonio [2155];Roldán-Salgueiro, Jose Luis [3692];Ortega-Gutiérrez, Jaime [3079]";4;Universidad de Sevilla;No;-;-;WOS:000321973400069;2-s2.0-84871109744;-;-;-;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/143318;2012;Desconocido;Acceptance and use of social network sites. An analysis among undergraduate students;5TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION (ICERI 2012);;978-84-616-0763-1;1433-1444;IATED-INT ASSOC TECHNOLOGY EDUCATION A& DEVELOPMENT;"Sánchez-Franco, M. J.;Martín-Velicia, F. A.;Leal-Rodríguez, A. L.;Oliva-Vera, I. M.";Sí;"Sánchez-Franco, M. J. [3899];Martín-Velicia, F. A. [4320];Leal-Rodríguez, A. L. [2157]";4;Universidad de Sevilla;No;-;-;WOS:000318422201069;-;-;-;-;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/80533;2012;Libro;Organizational capabilities and customer value: A dynamic capability view;PROCEEDINGS OF THE 13TH EUROPEAN CONFERENCE ON KNOWLEDGE MANAGEMENT, VOLS 1 AND 2;"2048-8963;2048-8971";978-1-908272-64-5;1, 676-683;ACAD CONFERENCES LTD;"Martelo, Silvia;Barroso, Carmen;Cepeda, Gabriel";Sí;"Martelo, Silvia [2483];Barroso, Carmen [351];Cepeda, Gabriel [815]";3;Universidad de Sevilla;No;-;-;WOS:000321973400077;2-s2.0-84871151838;-;-;-;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/176606;2012;Libro;Diferencias de género entre jóvenes universitarios en el uso y aceptación de las redes sociales online;Proceedings of the International Marketing Trends Conference (2012);;978-2-9532811-9-4;;;"Peral Peral, Begoña;Rodríguez-Bobada Rey, Joaquina;Villarejo Ramos, Ángel Francisco;Sánchez Franco, Manuel Jesús";Sí;"Peral Peral, Begoña [3216];Rodríguez-Bobada Rey, Joaquina [3673];Villarejo Ramos, Ángel Francisco [4367];Sánchez Franco, Manuel Jesús [3899]";4;-;-;-;-;-;-;-;11441/34136;-;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/94964;2012;Libro;Las mujeres mayores de 50 años y el uso de las aplicaciones TIC;I Congreso Internacional de Comunicación y Género. Libro de Actas: 5, 6 y 7 de marzo de 2012.Facultad de Comunicación.Universidad de Sevilla.;;9788467679564;1596-1615;Universidad de Sevilla;"Joaquina Rodríguez-Bobada Rey;Begoña Peral Peral;Jorge Arenas Gaitán";Sí;"Joaquina Rodríguez-Bobada Rey [3673];Begoña Peral Peral [3216];Jorge Arenas Gaitán [198]";3;-;-;-;-;-;-;-;11441/38586;ARTLIB 5387729;Sin Datos;Texto Completo
https://bibliometria.us.es/prisma/publicacion/16669;2012;Revista;A SOCIO-PSYCHOLOGICAL PERSPECTIVE OF THE TECHNOLOGY ACCEPTANCE MODEL A critical review of Torres, Robles and Molina's work;REVISTA INTERNACIONAL DE SOCIOLOGIA;"0034-9712;1988-429X";;70 (1), 205-211;CSIC;"Lopez-Bonilla, JM;Lopez-Bonilla, LM";Sí;"Lopez-Bonilla, JM [2235];Lopez-Bonilla, LM [2236]";2;Universidad de Sevilla;No;-;-;WOS:000299661900008;-;-;-;-;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/16349;2012;Revista;The Effect of Absorptive Capacity on Innovativeness: Context and Information Systems Capability as Catalysts;BRITISH JOURNAL OF MANAGEMENT;"1045-3172;1467-8551";;23 (1), 110-129;WILEY;"Cepeda-Carrion, Gabriel;Cegarra-Navarro, Juan G.;Jimenez-Jimenez, Daniel";Sí;Cepeda-Carrion, Gabriel [815];3;"Universidad de Sevilla;Universidad Politecnica de Cartagena;Universidad de Murcia";No;-;10.1111/j.1467-8551.2010.00725.x;WOS:000300449700009;2-s2.0-84856855307;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/16042;2011;Revista;Integrated model of export activity: analysis of heterogeneity in managers' orientations and perceptions on strategic marketing management in foreign markets;JOURNAL OF MARKETING THEORY AND PRACTICE;"1069-6679;1944-7175";;19 (2), 187-204;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;"Navarro, Antonio;Acedo, Francisco J.;Losada, Fernando;Ruzo, Emilio";Sí;"Navarro, Antonio [2957];Acedo, Francisco J. [14]";4;"Universidad de Sevilla;Universidad de Santiago de Compostela";No;-;10.2753/MTP1069-6679190205;WOS:000211388200005;2-s2.0-79952781109;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/16638;2011;Desconocido;LOS MODELOS DE ADOPCIÓN DE TECNOLOGÍAS DE LA INFORMACIÓN DESDE LA PERSPECTIVA ACTITUDINAL;Cadernos EBAPE.BR;;;9 (1), 177-197;Fundação Getulio Vargas. Escola Brasileira de Administração Pública e de Empresas;"López-Bonilla, Luis Miguel;López-Bonilla, Jesús Manuel";Sí;"López-Bonilla, Luis Miguel [2236];López-Bonilla, Jesús Manuel [2235]";2;-;-;-;-;-;-;-;-;-;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/17044;2011;Revista;Social integration and post-adoption usage of Social Network Sites An analysis of effects on learning performance;Procedia Social and Behavioral Sciences;1877-0428;;15, 256-262;ELSEVIER SCIENCE BV;"Sánchez-Franco, Manuel J.;Villarejo-Ramos, Ángel F.;Velicia-Martín, Félix A.";Sí;"Sánchez-Franco, Manuel J. [3899];Villarejo-Ramos, Ángel F. [4367];Velicia-Martín, Félix A. [4320]";3;Universidad de Sevilla;No;-;10.1016/j.sbspro.2011.03.083;WOS:000466750600042;2-s2.0-84858755137;-;11441/33294;-;Dorada;-
https://bibliometria.us.es/prisma/publicacion/124710;2011;Revista;Fidelización de internautas en la blogostera;Sociología y Tecnociencia;1989-8487;;2 (1), 16-32;Universidad Valladolid;"Cayetano Medina Molina;Manuel Rey Moreno;Ramón Rufín Moreno";No;Manuel Rey Moreno [3516];3;-;-;-;-;-;-;-;-;ARTREV 3665124;Sin Datos;Texto Completo
https://bibliometria.us.es/prisma/publicacion/16362;2011;Revista;Balancing technology and physician-patient knowledge through an unlearning context;INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT;"0268-4012;1873-4707";;31 (5), 420-427;ELSEVIER SCI LTD;"Cegarra-Navarro, Juan Gabriel;Cepeda-Carrion, Gabriel;Eldridge, Stephen";No;Cepeda-Carrion, Gabriel [815];3;"Universidad Politecnica de Cartagena;Universidad de Sevilla;Alliance Manchester Business School";Sí;Alliance Manchester Business School;10.1016/j.ijinfomgt.2010.12.006;WOS:000298335600004;2-s2.0-80051475610;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/107608;2011;Revista;Diseño de una escala multifactorial basado en el modelo de Schwartz para medir los valores personales en las organizaciones (1ª parte);Alta Dirección;0002-6549;;46 (275-276), 82-92;Alta Dirección;"Julio García del Junco;Esther Medina Susanibar;Rafael Robina Ramírez";Sí;Julio García del Junco [1481];3;-;-;-;-;-;-;-;-;ARTREV 3897484;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/17034;2011;Revista;The interaction effects of ego involvement on the relationships between aesthetics, usability and commitment An application to electronic banking services and virtual travel communities;ONLINE INFORMATION REVIEW;"1468-4527;1468-4535";;35 (2), 194-216;EMERALD GROUP PUBLISHING LTD;"Sánchez-Franco, Manuel J.;Velicia-Martín, Félix A.";Sí;"Sánchez-Franco, Manuel J. [3899];Velicia-Martín, Félix A. [4320]";2;Universidad de Sevilla;No;-;10.1108/14684521111128005;WOS:000291177000002;2-s2.0-79955693164;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/16145;2011;Revista;Board Influence on a Firm's Internationalization;Corporate Governance;"0964-8410;1467-8683";;19 (4), 351-367;Wiley-Blackwell Publishing Ltd.;"Barroso, C;Villegas, MM;Perez-Calero, L";Sí;"Barroso, C [351];Villegas, MM [4371]";3;Universidad de Sevilla;No;-;10.1111/j.1467-8683.2011.00859.x;WOS:000292308200005;2-s2.0-79959875824;-;-;-;Verde;-
https://bibliometria.us.es/prisma/publicacion/16299;2011;Revista;Tourist Assessment of Archaeological Sites: The Case of The Archaeological Complex of Italica (Seville, Spain);VISITOR STUDIES;"1064-5578;1934-7715";;14 (1), 100-112;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;"Castellanos-Verdugo, Mario;Oviedo-García, M. Ángeles;Martín-Ruiz, David";Sí;"Castellanos-Verdugo, Mario [757];Oviedo-García, M. Ángeles [3113];Martín-Ruiz, David [2531]";3;Universidad de Sevilla;No;-;10.1080/10645578.2011.557632;WOS:000211195600008;2-s2.0-79958035181;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/100797;2011;Revista;Efectos de la orientación al mercado sobre los resultados organizacionales en el sector bancario;Andalucía Económica;1130-4413;;(234), 95;Andalucía Económica;Lourdes Cauzo Bottala;Sí;Lourdes Cauzo Bottala [802];1;-;-;-;-;-;-;-;-;ARTREV 3715962;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/16997;2011;Revista;ANTECEDENTS OF THE IMPORTANCE OF PRICE IN PURCHASE DECISIONS;RAE-REVISTA DE ADMINISTRACAO DE EMPRESAS;"0034-7590;2178-938X";;51 (4), 370-381;FUNDACAO GETULIO VARGAS;"Diaz, IMR;Cataluna, FJ";Sí;"Diaz, IMR [3763];Cataluna, FJ [3755]";2;Universidad de Sevilla;No;-;10.1590/S0034-75902011000400005;WOS:000293866600005;-;-;11441/56984;-;Dorada;-
https://bibliometria.us.es/prisma/publicacion/16104;2011;Revista;Alianzas Estratégicas Internacionales: Contribuciones de las Líneas de Investigación en la Formación de un Modelo Integrador.;Revista ADMpg Gestão Estratégica;1983-6791;;4 (2), 55-61;Universidade Estadual de Ponta Grossa;"Mariano, Ari Melo;Garcia-Cruz, Rosario;Arenas-Gaitán, Jorge";Sí;"Garcia-Cruz, Rosario [1475];Arenas-Gaitán, Jorge [198]";3;-;-;-;-;-;-;-;-;-;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/85201;2011;Revista;The choice of brand frequently purchased products;Revista de Economía Aplicada;1133-455X;;19 (55), 95-124;"Universidad de Zaragoza;Departamento de Estructura e Historia Económicas y Economía Pública";"Peral, Begoña Peral;Javier Rondán Cataluña, F.;Díez de Castro, Enrique C.";Sí;"Peral, Begoña Peral [3216];Javier Rondán Cataluña, F. [3755]";3;Universidad de Sevilla;No;-;-;-;2-s2.0-79955527035;-;-;-;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/121892;2011;Revista;La elección de marca en productos de compra frecuente;Revista de Economía Aplicada;1133-455X;;19 (55), 95-124;"Universidad de Zaragoza;Departamento de Estructura e Historia Económicas y Economía Pública";"Begoña Peral Peral;F. J. Rondán Cataluña;Enrique Carlos Díez de Castro";Sí;"Begoña Peral Peral [3216];F. J. Rondán Cataluña [3755]";3;-;-;-;-;-;-;-;-;ARTREV 3441783;Sin Datos;Texto Completo
https://bibliometria.us.es/prisma/publicacion/16708;2011;Revista;Applying genetic algorithms for the identification of Websites' structure;REVISTA ESPANOLA DE DOCUMENTACION CIENTIFICA;"0210-0614;1988-4621";;34 (2), 232-252;CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC;"del Rocio Martínez-Torres, María;Palacios-Florencio, Beatriz;Toral-Marín, Sergio L.;Barrero-García, Federico José";Sí;"del Rocio Martínez-Torres, María [2588];Toral-Marín, Sergio L. [4155];Barrero-García, Federico José [335]";4;Universidad de Sevilla;No;-;10.3989/redc.2011.2.779;WOS:000295365100005;2-s2.0-79959229638;-;11441/17627;ARTREV 3648094;Dorada;Texto Completo
https://bibliometria.us.es/prisma/publicacion/16763;2011;Revista;RELACIÓN ENTRE ÉTICA EN LA VENTA Y SATISFACCIÓN DEL CLIENTE;Egitania Sciencia;1646-8848;;8, 79-110;Instituto Politécnico da Guarda;"Revilla-Camacho, María-ángeles;Navarro-García, Antonio";Sí;"Revilla-Camacho, María-ángeles [3508];Navarro-García, Antonio [2957]";2;-;-;-;-;-;-;-;-;-;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/16962;2011;Revista;La educación universitaria: un factor de empleabilidad y estabilidad laboral de la mujer en el sector de la construcción;Revista Iberoamericana de Educación;"1022-6508;1681-5653";;56 (4), 1-11;Organización de Estados Iberoamericanos;"Infante-Perea, Margarita María;Román-Onsalo, Marisa;Traverso-Cortes, Joaquin";Sí;"Infante-Perea, Margarita María [2022];Román-Onsalo, Marisa [3699];Traverso-Cortes, Joaquin [4195]";3;-;-;-;10.35362/rie5641494;WOS:000420406900003;-;-;-;ARTREV 4611949;Dorada;Texto Completo
https://bibliometria.us.es/prisma/publicacion/16815;2011;Revista;Análisis de las características de las incubadoras de empresas en Colombia: un estudio de casos.;Journal of Economics, Finance and Administrative Science;2077-1886;;16 (30), 13-29;Universidad ESAN;"Peña-Vinces, Jesús;Bravo, Saulo;Álvarez, Félix A.;Pineda, Duván A.";Sí;Peña-Vinces, Jesús [3212];4;-;-;-;-;-;-;-;-;-;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/16996;2011;Revista;IDENTIFYING THE FRANCHISEE PROFILES FRANCHISORS PREFER;JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT;"1611-1699;2029-4433";;12 (4), 567-588;VILNIUS GEDIMINAS TECH UNIV;"Ramírez-Hurtado, José M.;Rondán-Cataluña, Francisco J.;Guerrero-Casas, Flor M.;Berbel-Pineda, Juan M.";No;Rondán-Cataluña, Francisco J. [3755];4;"Universidad Pablo de Olavide;Universidad de Sevilla";No;-;10.3846/16111699.2011.599408;WOS:000297379400001;2-s2.0-84864000943;-;11441/116678;-;Híbrida;-
https://bibliometria.us.es/prisma/publicacion/16680;2011;Revista;Moderating effects in consumers' perceptions of price unfairness;JOURNAL OF CONSUMER BEHAVIOUR;"1472-0817;1479-1838";;10 (5), 245-254;WILEY-BLACKWELL;"Rondan-Cataluña, Francisco Javier;Martin-Ruiz, David";Sí;"Rondan-Cataluña, Francisco Javier [3755];Martin-Ruiz, David [2531]";2;Universidad de Sevilla;No;-;10.1002/cb.339;WOS:000306220400002;2-s2.0-80053309599;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/204084;2011;Revista;Speaking up: A conceptual model of voice responses following the unfair treatment of others in non-union settings;Human Resource Management;"0090-4848;1099-050X";;50 (1), 75-94;;"Goldberg, Caren B.;Clark, Mark A.;Henley, Amy B.";Sí;Goldberg, Caren B. [8151];3;"American University;Kogod School of Business;Kennesaw State University";Sí;"American University;Kogod School of Business;Kennesaw State University";10.1002/hrm.20402;-;2-s2.0-79251481557;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/16369;2011;Revista;How can managers in the hospital in the home units help to balance technology and physician-patient knowledge?;International Journal for Quality in Health Care;"1353-4505;1464-3677";;23 (5), 600-609;Oxford University Press;"Cepeda-Carrion, G;Cegarra-Navarro, JG;Martinez-Caro, E;Eldridge, S";Sí;Cepeda-Carrion, G [815];4;"Universidad de Sevilla;Universidad Politecnica de Cartagena;Alliance Manchester Business School";Sí;Alliance Manchester Business School;10.1093/intqhc/mzr046;WOS:000294810300014;2-s2.0-80052716144;21813508;11441/73803;-;Bronce;-
https://bibliometria.us.es/prisma/publicacion/16535;2011;Revista;la importancia del concepto del aprendizaje organizacional para la estrategia de marketing. Una investigación cuantitativa;Boletín de Estudios Económicos;0006-6249;;66 (204), 511-530;Universidad de Deusto;"Dutschke-Jeremias, Georg;Garcia-Del Junco, Julio;Palacios-Florencio, Beatriz";No;Garcia-Del Junco, Julio [1481];3;-;-;-;-;-;-;-;-;ARTREV 3820066;Sin Datos;Texto Completo
https://bibliometria.us.es/prisma/publicacion/122597;2011;Revista;Determining factors of a city’s tourism attractiveness;Tourism & Management Studies;2182-8458;;(7), 9-23;Universidade do Algarve;"Arturo Calvo Mora;Juan Manuel Berbel Pineda;Rafael Periáñez Cristóbal;Eva María Suárez";Sí;"Arturo Calvo Mora [570];Rafael Periáñez Cristóbal [3304];Eva María Suárez [7268]";4;-;-;-;-;-;-;-;11441/54860;ARTREV 4789055;Sin Datos;Texto Completo
https://bibliometria.us.es/prisma/publicacion/121147;2011;Revista;Sevilla de cine: El turismo inducido por el cine. Identificación y análisis de las motivaciones de los turistas;Estudios Turísticos;0423-5037;;(190-191), 63-85;Ministerio de Economía. Instituto de Estudios Turísticos;"María Antonia Trujillo García;María de los Ángeles Oviedo García";Sí;María de los Ángeles Oviedo García [3113];2;-;-;-;-;-;-;-;-;ARTREV 3985687;Sin Datos;-
https://bibliometria.us.es/prisma/publicacion/16983;2011;Revista;Criteria used in the selection of franchisees: an application in the service industry;SERVICE BUSINESS;"1862-8516;1862-8508";;5 (1), 47-67;SPRINGER;"Ramírez-Hurtado, José M.;Guerrero-Casas, Flor M.;Rondán-Cataluña, Francisco J.";Sí;Rondán-Cataluña, Francisco J. [3755];3;"Universidad Pablo de Olavide;Universidad de Sevilla";No;-;10.1007/s11628-011-0101-2;WOS:000291402900004;2-s2.0-79952705962;-;-;-;Sin Acceso Abierto;-
https://bibliometria.us.es/prisma/publicacion/124714;2011;Revista;El papel moderador de la cultura en el proceso generador de satisfacción y lealtad;Investigaciones europeas de dirección y economía de la empresa;1135-2523;;17 (1), 57-73;Academia Europea de Dirección y Economía de la Empresa, AEDEM;"Cayetano Medina Molina;Ramón Rufín Moreno;Manuel Rey Moreno";Sí;Manuel Rey Moreno [3516];3;-;-;-;10.1016/s1135-2523(12)60044-6;-;-;-;-;ARTREV 3429375;Dorada;Texto Completo
https://bibliometria.us.es/prisma/publicacion/16163;2011;Revista;Creating dynamic capabilities to increase customer value;MANAGEMENT DECISION;"0025-1747;1758-6070";;49 (7-8), 1141-1159;EMERALD GROUP PUBLISHING LTD;"Landroguez, Silvia Martelo;Castro, Carmen Barroso;Cepeda-Carrión, Gabriel";Sí;"Landroguez, Silvia Martelo [2483];Castro, Carmen Barroso [351];Cepeda-Carrión, Gabriel [815]";3;Universidad de Sevilla;No;-;10.1108/00251741111151181;WOS:000296310100006;2-s2.0-79961152979;-;11441/54668;-;Verde;-
